Text,Sentiment,ProdID
ADickRogers AirtelUg How can a g network fail to load  mere WhatsApp status  Just regretting y I upgraded  ,Negative,93
AirtelUg youve blocked my Mobile money account because why  flushed   ,Negative,53
mtnug I have just tried and it was not restored Your payment has failed Reason payer is barred Call  for assistance The more reason I believe this is not a general problem  ,Negative,49
AirtelUg please sort this messi keep getting this message every  or  minutes from pmdo the maths  pout   ,Negative,78
Airtel G is Fake For once give us some good internet I wouldnt want to pull a bugiingo on you please dont make me  AirtelUg  ,Negative,50
AirtelUg Last nite pm I loaded GB data bundle I havent left home so Ive been on WiFi all time how have I used  of the bundle Continue operating with impunity but I remind u  thing UG is not Europe A change in political guard wil mean an end to many businesses  ,Negative,61
AirtelUg I thought airtel service centers  were serious why would u charge k for upgrading a line when your competitors are even giving out free upgraded G lines behave  ,Negative,14
The rate of dropped calls is increasing every day with AirtelUg Airtel should style up  ,Negative,83
mtnug please stop this nonsense where one wants to withdraw savings from mokash and it shows unfortunately it cant proceed with the transaction at this time you can never know when someone is in emergency to need his savings Stop rolling out unstable services stop  ,Negative,88
AirtelUg everytime I come back to Uganda I realise Airtel has  deactivated my sim Have to visit their branch and invest another one hour to reactivate it Can you provide better service please  ,Negative,3
AirtelUg Yes whenever I step in my house for sure u need to upgrade your internet this side  ,Negative,60
SheilahGashumba africellUG Those workers of Africell at boulevard building have no customer care  They suck  ,Negative,79
AirtelUg whats up with the internet connection in Kira  ,Negative,60
abadaaki africellUG Nga the prices are high today and less gbs  ,Negative,78
AirtelUg wtf ur network has been shit today  ,Negative,23
mtnug That cant be the reason I saw all the  numbers registered under my NIN  During registration my fingerprint was always verified If you cant sort out your systems Ill just forget about the simcards and switch to another service provider  ,Negative,62
mtnug This I know and they all monitored And total data used doesnt amount to that you guys charge  I guess as soon as download speeds go upto kbps data just vanishes  ,Negative,55
mtnug i am waiting for your freaky friday naye tatukawhats wrong My patience is soon perishing  thinking   ,Negative,99
africellUG by far the best network when it comes to Data Leaps and bounds ahead of the competition  sunglasses   ,Positive,61
Thanks mtnug for your great internet service it surely stands out from the rest  ,Positive,41
mtnug You gotta b kidding me Data that ordinarily lasts a day you deliberately chopped in  secs  ,Negative,50
AirtelUg We have no G internet in Aloi Town Council in Alebtong District We only have G yet you keep telling us that G is every where From my screenshot you can see that I set the Airtel line to LTEGG and the  received network is G  ,Negative,11
I think I have come to that point where I should agree that airtel g is total bs So AirtelUg stop advertising g when actually its slower k modem  ,Negative,40
AirtelUg Come on guys how many times will we have this conversation You network has been bad for about  weeks on basically any internet enabled device Anyway I am using a Xiaomi Mi A lite  ,Negative,82
mtnug why cant I make phone calls Its now two days  ,Negative,66
AirtelUg What happened is that I loaded airtime of k and u diducted it  What happened  ,Negative,12
Thank you mtnug microphone   ,Positive,65
GB at k valid for a month with paid OTT Thats my new home africellUG  ,Positive,77
mtnug UCCOfficial what is so special about MTN data that makes it soo expensive  mbs at  per month this is too much for todays internet in Uganda  ,Negative,49
AirtelUg this is great But are you sure about this Lopeipei village on Moroto doesnt even have network Should I grab my camera and make a video about this to confirm  ,Negative,6
africellUG But your still cheating us on monthly bundles  ,Negative,90
AirtelUg These bundles are made from China  They expire in a blink of an eye  ,Negative,21
AirtelUg I dont know what point youre making by chewing my hard earned data at this rate but please stop rolleyes   ,Negative,89
mtnug I have a problem with my line check your DM  ,Negative,24
AirtelUg something seriously wrong with your depletion Started like at pm  The rate at which you depleting a megabyte could be  times the normal Please check  ,Negative,35
africellUG SheilahGashumba Thanks  pray   ,Positive,84
mtnug Guys I can no longer send money to AirtelUg numbers  tried two different numbers today Anything new I may not know  ,Negative,66
AirtelUg for some reason your internet is not working in Nankoma TC Bugiri since morning  ,Negative,65
If you want peace of mind in East and West Nile use AirtelUg I tell you Im somewhere in Moyo and all other networks have failed to register still chaching for network  ,Negative,7
mtnug  in May I bought data worth gb for another number and the number never received it I called your helpline and was advised to wait within hrs the data would be loaded or a refund done Todate nothing has been doneMazzoMawanvu  munyambe  ,Negative,51
mtnug stop fooling usyou just sent me a message this morning readingYelloGet GB FREE TODAY when you buy mbs at only  just dail  and enjoy extra data valid for hoursDND  but i have bought the data my free GB isnt coming  ,Negative,91
SheilahGashumba africellUG  has the worst customer care  ,Negative,11
Anyone else experiencing terrible AirtelUg internet or is it just me  ,Negative,35
Whats wrong with mtnug internet I cant even send a WhatsApp message  ,Negative,78
HiRolla AirtelUg I always go for the guys in customer care for anything I have been abused from blue to black so many times I got tired  ,Negative,7
This feather weight documents has been loading since am I loaded data depleted loaded again thrice but I cant seem to open any mail docs with AirtelUg data UCCOfficial needs to investigate the quality of data Airtel is selling us Expensive data that doesnt work  ,Negative,12
mtnug BenOsengor I wish all this was accessible via myMTN app Because its quite tedious with USSD  ,Negative,88
AirtelUg help me out cant buy voice bundles from  Am stranded  ,Negative,76
AirtelUg Kennedy Mpererwe Katalemwa side the network keeps fluctuating  ,Negative,64
AirtelUg g is the worst network to be on am so disappointed after buying their stupid  triumph   ,Negative,73
So AirtelUg  despite the numerous expensive calls have failed to call back as promised or sort my account blockage even after said reversal TBH I have never in this world experienced worst customer care And yes I even inboxed their MDAirtelUG no response  ,Negative,3
AirtelUg Its not a one time challenge unfortunately I have just come to the conclusion that you are probably not selling G Internet I cant ever stream a  minute video for less than  minutes or anything at all The Internet only works well with sending emails  ,Negative,60
Whereever is incharge of tapping calls for mtnug is doing a crappy job Dropping calls we can hear you breathing even before the call connects or is picked If you want to tap do a better job  ,Negative,66
Am i the only person that thinks that all this AirtelUg G is a joke  ,Negative,98
What went wrong mtnug It looks like everything has been going well until they brought on board the Bosco advert  ,Negative,14
Recommendation  If you are a heavy Internet user africellUG is your option Thank me later  ,Positive,88
AirtelUg cinemaxacacia You data network is not stable at all Is that How G behaves  ,Negative,68
africellUG Your sales force girls tried to sell me a G SIM card at k  ,Negative,53
Uve got this whole volume but I cant use it What went wrong AirtelUg  ,Negative,34
Best network in Uganda Clearest voice calls and fast internet mtnug  ,Positive,41
beewol Dont botherI did it and the AirtelUg internet speed got worse I cant even watch vids on YouTube cant attach peacefully  on email kwegamba I regret even  ,Negative,53
UmemeLtd Ive made two payments and I am not receiving tokens for both The first was via mtnug mobile money Second using PayWay tells me to wait  hours What is not happening  ,Negative,41
mtnug how do i use mbs in less than an hour with just Whatsapp and Twitter useage  your data runs too quick  ,Negative,49
africellUG SheilahGashumba The best network  v   ,Positive,72
AirtelUg Should I be silent on the fact that after  hrs you charged my account and never activated my bundle Countless promises yet you have held your end of the bargain Ps check my dm before you ask me to share my phone number  ,Negative,66
Dear mtnug Im in deep pain tweeting this using Airtel internet Especially because I loaded an unlimited bundle on my MTN line a few hours ago about  I need to know why this is happening Why cant I even send a tweet using unlimited internet  ,Negative,75
africellUG pctechmagazine With a poor network  ,Negative,98
Mwana africellUG Lero sibategede  The internet is slow more than that for airtel  thinking   ,Negative,52
Ive come to the realisation that AirtelUg have the most pathetic customer service and no matter how long you literally plead with them to help you they will just make a joke out of you  I pleaded for help for months straight  ,Negative,84
Again AirtelUg your network is shitty I cant even withdraw money  ,Negative,85
nelsonruta mtnug Fakini  joy  sweatsmile  joy  rofl  give me that m  ,Negative,26
AirtelUg Is something wrong with mobile internet  ,Negative,19
AirtelUg  what did you do to our pakalast bundle k is now useless  ,Negative,66
In  Gulu when it rainedAirtelUg network goes off immediately I respect airtel  ,Negative,54
Periodic update that AirtelUg internet is still pretty good However its terrible in the city center where the network is crowded Leave Kampala and youll enjoy a less crowded G network  ,Negative,49
mtnug So can i uninstall the mtn app from my phone because the Mobile money option i guess crashed for good   ,Negative,24
Good morning mtnug MTNza How are you  I have feedback on the quality of Internet service provided by you to my work place It can be good bad and terrible This Monday morning its terrible Its moody Some days are very good Thank you so much Yours faithfully  customer  ,Negative,80
MDAirtelUG AirtelUg so your system are fake How can someone re verify more than twice and there lines be off Adding onto that agents asking for money from customers to re verify  ,Negative,79
Dear AirtelUg it is unfair of you to charge me for a data bundle but fail to give me access to the Internet BTW this is not the first time Who grew you  ,Negative,62
AirtelUg Your GSM amp Data network in Kalangala Town Council is currently very horrible Since last night we can hardly make any calls amp worst of all you continue sending us msgs to upgrade our SimCards and join the G Network experience Is this the G youre talking about  ,Negative,21
Thanks for this weekend deal africellUG Really sorts a guy out  ,Positive,39
Profesy africellUG YoUndoubtedlyin terms of internet volumes at least in EA most Ive seen  ,Positive,19
IzerkBridges AirtelUg I cant make it receive calls  ,Negative,51
JosephOwino AirtelUg slowkeay Friday  ,Negative,22
Ugaman  MBS of AirtelUg data cant last for a day when Im only using it for social media Im tired af  ,Negative,59
mtnug MTN UGANDA the most bogus telecom company hv ever seen as am talking now its  weeks now I cant use there app either buy MBs by dialing the  thou I submitted my issue amp told to wait for  hours but up now it was not dan   ,Negative,30
kanachris africellUG But this is thank you very much  ,Positive,45
mtnug explain this to me my data connection was off and still u chopped my ka bundle from  to  in one minute sob  just because am a munyankole doesnt mean am the one who is deporting yo fellas  ,Negative,16
mtnug You guys why did disable the MM section on the  now the app has no meaning to me at all Help us please  ,Negative,45
mtnug is always having technical issues unamused Were tired   ,Negative,4
These hairy bumlines of mtnug its  days now they stole my mobile money plus airtime and paka money  ,Negative,31
nd da network iz fuckn so poor AirtelUg  ,Negative,26
Personally I lost money in that mtnug  and gross  attempt I hope government will maintain the grip and force the  to also sell shares in their business rather than plugging all their loot to their home countrys  ,Negative,42
mtnug I didnt get  gb free  confounded   ,Negative,43
AirtelUg l cant access pakalast whats happening or else changing to  and here l come  ,Negative,29
AirtelUg  thanks for ur poor network U now qualify to be useless telephone network g is like g  ,Negative,7
Whats the hell is with your services AirtelUG its now  times i have tried verifying my Airtel number but all the they tell me is mbu they cant capture my finger print Nga MTN captured my finger print  ,Negative,18
mtnug so guys whats with the app Been a week now  ,Negative,8
africellUG I truly appreciate for your services you provide to us I cant wait downloading my favorite new music videos HD with my Gb for  days  pray   ,Positive,31
AirtelUg your app is giving me the below error I cannot send money using  because on the last step after enter pin it gives me an error of invalid credential nd pic  My password is okay because i used to check the account balance to confirm i had enough money  ,Negative,76
Ive paid for Monthly OTT and data for the first time but AirtelUg  internet still cant be nice too me and be fast  thinking   ,Negative,1
mtnug internet is so slow in entebbe Yet other networks have terrific speeds  ,Negative,16
Hello mtnug im back  ,Positive,34
mtnug is stupid like that  ,Negative,57
Smart Telecom may have exited the Ugandan market through the front door but I can guarantee you that it came back through the window Its the sleeping giant in AirtelUg Internet This G Internet is slower than a first generation computer  ,Negative,35
AirtelUg Whatsup with your G internet these days Just clocking Kbps  ,Negative,21
africellUG Am here enjoying your gb at shs a month new social bundle The no OTT is the icing on the cake Thank u for making life easier  innocent  Your satisfied new customer  ,Positive,91
Dear mtnug your network in Nansana is poor these days I dont know why may be you know better  ,Negative,19
sourced AirtelUg Exactly this is the second GB I have lost in  days under suspicious circumstances and they are claiming that its my fault Unfortunately bangudekko leero since I track my high usage very carefully The burden of proof that I used the data is on them      ,Negative,31
Africell data is becoming slow and fake after a long good record of having the fastest  internet Videos freezing every now and then while running on G thinking  Africell should be aware that we are here because of its internet and once quality is compromised we leave  africellUG  ,Negative,92
AirtelUg  Kisuse better improve your service pleaseeeeeee  ,Negative,87
AirtelUg Im tired of you will suspend my simcard messages each and every time one msg is enough for me to know what to do thank you  ,Negative,51
mtnug hello there is an issue with MM and i need urgent guidance on how soon this can be solved Sent Money st to an Airtel line that have nat received this todate neither has this been reimbursed to my accountdo advise CS seems to have no clue eyes   ,Negative,4
besiandrew AirtelUg thank you  ,Positive,52
AirtelUg G connectivity has been Intermittent in kyaliwajala amp surrounding areas Do help Thanks  ,Negative,83
Fraud alert mtnug UCCOfficial Why are some numbers still operating when not registered  ,Negative,20
africellUG I appreciate the prices and the offers but please try work on our network in kyengera  ,Negative,35
mtnug Disconnect the damn linesstop masquerading that youre doing your job UCCOfficial  youre also aiding criminal activities I shouldnt be experiencing this in the first place All unregistered lines should be off air Stop preaching lies  ,Negative,79
UCCOfficial Our simcard have been verified over three times and we are now being threatened with being disconnected again by mtnug Please explain this incompetence  ,Negative,13
KyamaChama mtnug MTN cheats as well They will deduct your airtime balance without your knowledge You follow it up they acknowledge their mistake but no refund  ,Negative,45
I think mtnug you are failing this promo is exploiting you can not have mypaka paka Mbs of gbs at k and think people will go for gbs at k where one can use these in minutes by now you should disband  these  bundles  thoughtballoon  just my opinion  ,Negative,36
AirtelUg Thank u  wat ov Buddu  ,Positive,67
AirtelUg Yes I have G But check my data speed Am I the only one facing this problem  ,Negative,87
mtnug this kind of cheating should stop I called an AirtelUg number and the person was not available to pick a call but I was charged for listening to that notification This is not service  ,Negative,88
mtnug Thanks for the feedback raisedhands  Actually the Im now able to pay for the OTT  ,Positive,34
Would you rather spend k on mtnugs GB monthly bundle and get  bonus to stream matches or subscribe for Pay TV  ,Positive,8
mtnug MTNGroup Stop stealing data plizwhats the logic behind Payback time  ,Negative,90
MukisajoelCom AirtelUg  joycat  These guys are liars I waited for my data since upgrading and gave up  ,Negative,83
mtnug whats happening with your warning messages Have just subscribed to pulse daily en yo sending messages of u have used  to check the volume its still full Stop yo irritating messages imp   ,Negative,90
Am about to regret why I switched my AirtelUg Simcard Slower than before triumph   ,Negative,76
AirtelUg when this bundle of my internet expires I wont be buying more from you In fact I regret the airtime on the line I could have put it on another line where internet works  ,Negative,93
AirtelUg hi airtel am in kenya but we experience some difficulty to send money and withdrawal pliz can  u assit  ,Negative,24
AirtelUg Thanks Airtel My wish it could be affordable for the locals Looking forward for G now    ,Positive,62
Your internet is exceptionally slow You cant even download a pic of kbs God Why do you even have data bundles AirtelUg Very ANNOYING  ,Negative,70
Dear AirtelUg i also would like to know why we pay ugx to receive mbs but receive only mbs  Also Ive observed there isnt mbs quoted anywhere in your data bundle packages So Where is this coming from  ,Negative,19
So why were your admins mtnug lying that there was a technical glitch with the app last nightthis dishonesty is why we shall soon come to end with you as well  smirk   ,Negative,85
africellUG hw fast can I get yo SIM card coz these AirtelUg guys are fake no g and the network is off and on  ,Negative,35
Dear AirtelUg Your mobile money service has issues  Its bouncing all my transactions  ,Negative,88
Is this the G that AirtelUg is bragging to have from Karamoja to Kisoronickopiyo is there any legal battle I can begin with Airtel for deceiving us here in Gulu not even G airtel  ,Negative,36
AirtelUg Mukono branch you one of the worst services  customer care Were do you train your staff from  ,Negative,59
mtnug Your phones are not as good as the hype The Ferro was a disaster If no one told you kindly take note We deserve better We have been fleeced enough with low end technology from you MTN  ,Negative,53
mtnug i have been away for time got back to check on my mtn simcard its not supported by my phone yet I registered it already any help  ,Negative,35
isacmuhu mtnug Me from yesterday loaded mbs by morning i had mbs minutes later MB  So i bought again pulse mbs  After minutes mbs  I just removed the Mtn line and fixed africell  ,Negative,98
Dear AirtelUg am still waiting for my GB data  a whole u cant promise air joy   ,Negative,16
Dear mtnug and AirtelUg please fix your mobile money apps Its embarrassing for giants like you and with all the resources you have to have them unable to work for this long USSD codes are so inconvenient  ,Negative,10
africellUG  for  GB through the weekend  till Sunday midnight  Mwe abasinga  ,Positive,79
AirtelUg please fix your Internet This no connection business that keeps  happening every  minutes is frustratingIsnt G supposed to be better than G Where is my G experience Impossible to get any work done with this sort of Internet  sweat  TIA  ,Negative,91
AirtelUg what is wrong with your mobile data this morning  ,Negative,32
AirtelUg what happened to your Internet  For now  days your internet is too slow  Where did the g go  ,Negative,27
CentenaryBank mtnug Thank you so much  ,Positive,88
AirtelUg Simply sites cant load until I buy OTT Often times social media is not my priority I just want to browse the internet and so sad that I cant access even my emails Very disappointing  ,Negative,98
Dear africellUG for the last time I DO NOT USE SWIFT BUNDLES STOP SENDING ME MESSAGES  ALL I WANT IS FAST INTERNET angry  pout   ,Negative,36
AirtelUg I guess its about that time I switched to africel or mtn  Your data gets depleted in no time The excuse of you have back ground apps as if we dont know our phones  ,Negative,80
mtnug Why is your network so slow  ,Negative,68
Dont know who needs to see this but mtnug stop stealing peoples money  ,Negative,32
mtnug Thanks for resolving as soon as Cheers  ,Positive,15
mtnug I tried sending money to an Airtel number and failed Ps help CYDM  ,Negative,44
AirtelUg Hi Airtel Ive my simple concerns first your data runs too fast looks like a new way to milk more Dont be surprised with many of such comments  How is G better than G Havent observed any difference from that upgrade Thank you  ,Negative,85
mtnug why cant am I not been allowed a sim swap for a car I have been using and I have a national identification Your service center claims NIRAUg says someone picked my ID and I just did completed verifications with the same documents a month ago Please help  ,Negative,37
mmunaabs AirtelUg Thats so fraud These are the guys that need to be deported by the president They are scamming his voters They could have just asked people to upgrade their Sim cards and not in return for something they could not fulfill  How does such a corporate company do that  ,Negative,90
mtnug I plan on switching networks tomorrow  So disappointed  ,Positive,41
All i need is  coffee  now given that africellUG has sorted my data needs with their weekend  bundle GB mins valid for  days  ,Positive,15
Hey africellUG is it just mine or your network is off this morning  ,Negative,40
AirtelUg is airtel money working My Transactions are hanging  ,Negative,37
Just after loading the data youll be told that you have used  of your mobile data that is AirtelUg for youNze nagikowa daa UCCOfficial waiting for your action  ,Negative,79
And a juicy freaky Friday from africellUG Waiting for the eid bundle  dancer   ,Positive,46
Today AirtelUg  network has been totally disgusting and shit What has gone wrong  ,Negative,7
AishaSports mtnug its working check nw  ,Positive,10
AirtelUg hey my friends mobile money account has been locked any assistance  ,Negative,27
mtnug When put into that phone it can make calls when put in the smartphoneit cant  ,Negative,91
But mtnug  this kind of terrible internet speed is really annoying grimacing  pout  grimacing   ,Negative,9
AirtelUg  u have become serial thugs hw can i literally load data n in one second its kb  respect our hard earned ka money u guys and start doing legit business  ,Negative,100
enamara AirtelUg Improve Ssesse island coverage  ,Negative,9
mtnug Currently I travelled out of the place that why u see am on and sending u this msg but it has lasted for long more than month but people have no choice pls do more survey  ,Negative,54
Meanwhile AirtelUg Still shamelessly cheesy thumping about G and fast speeds Even a Google Search cant load  joy   ,Negative,6
Enough about valentine mtnug we are not your friends stop treating us as if we have shares how do you be eating my data in minutes you forced me do something i dnt do if this happens again am suing you  ,Negative,69
wimMTNUG mtnug Good initiative they will be more transactions in rural area Now work on urban areas for  data bundle which you have recently shutdown completely  ,Negative,33
Hi mtnug  Am I using G or something less I cant even load a tweet in mins  it has to be mins   ,Negative,95
So I bought this GB pulse data and its extremely slow  mtnug what happening to our network Can you help fix my issue  ,Negative,70
mtnug honestly and seriously what is wrong with your mobile money services trying to make payments but system failure why its urgent and your call center is not even working  ,Negative,71
AirtelUg havent received any assistance not even a reply of concern on the  of the line    ,Negative,65
AirtelUg Youre thieves just give me my money back  ,Negative,32
mtnug mtnugcare guys please behave mbs is an insult to my phone Cant even last a minute Lets get serious promotions before spamming my phone Twedeko  ,Negative,49
AirtelUg lekuemma But seriously your internet speed is very poor especially here in Kampala  ,Negative,72
Tinafierce AirtelUg Youre not alone mine was active  it was blocked after depositing money   ,Negative,95
Dear mtnug I dont agree to receive advertisements from StarTimesUganda I dont know why am receiving advertisements from them  ,Negative,26
mtnug what happened to the Gaga deal today As if that is not bad enough connection is on and off whats not going on  ,Negative,45
AirtelUg your data runs as if being chased from the Company Ehh  ,Negative,98
mtnug why deduct money and not give the data  ,Negative,80
AirtelUg  why is my g modem on this  so slow and sometimes has no net I loaded the k package a few days ago  ,Negative,6
AirtelUg kindly check your DM  angry  and correct asap  ,Negative,47
AirtelUg Can you fix ur internet speed months now  ,Negative,52
AirtelUg Loaded gb yesterday and I set my data tracker to monitor my data usage Since yesterday it shows that I have used mbs  ,Negative,54
africellUG  If you cant make a data sharing option nga Tugabane We are crossing to the other side AirtelUg  callmehand   ,Negative,13
Today africellUG network is very poor  disappointed  pensive   ,Negative,9
With mtnug l can now send Mobile money to my loved ones and other business translations at half price Awesome offer    ,Positive,91
mtnug I am seriously complaining about you MTN how comes that my number doesnt get MBS when I buy my pakapaka bundles should I abandon  ,Negative,41
ahabwethoughts AirtelUg Thanks Might switch later but clearly theres no need to rush  ,Positive,44
I cant believe mtnug did this  Within half an hour GB is done  Maybe the user was on G internet  mtnug check the system before the customers go to   ,Negative,35
mtnug lets put some respekk on Valentines please this GB Gaaga is utterly disrespectful smirk   ,Negative,30
EvelynNakayi AirtelUg MTN is so faster and cheap for every one and internet network is clear  ,Positive,23
AirtelUg  hi big network I cannot access my Airtel when I dial  and have tried to use Airtel app mobile am not receiving the code to activate it Thank you  ,Negative,53
mtnug I am in Arua for a week now your internet has been slow  ,Negative,55
Hi mtnug I attempted to purchase data bundles for my other number using mobile money the money was deducted but then I havent gotten the bundles pls assist  ,Negative,76
africellUG U guys u have work  Wednesdays are my best days of data  ,Negative,86
mtnug pliz refund my mobile money I subscribed to mypakapaka bundles of  minutes u charged me  off my mobile money and u never gave me bundles when I call yo customer care  some creature called Juliet bucks at me refund my dime on my Number  ,Negative,69
AirtelUg I have an s edge Samsung but sometimes you tell me to connect to internet even when I have connected and have data and otyotyo  ,Negative,52
Hello mtnug I loaded data for Ugx Mbs and money was chopped from my mobile money but no data delivered Now I loaded again what do I do with money chopped and no data  ,Negative,59
Short sad story mtnug fuck your system am not scared to say  ,Negative,47
When is UCC summoning mtnug Their Internet is also crappy  ,Negative,26
Dear AirtelUg yo network is totally poor in the areas of seeta gwaffu namiyrango please do something  ,Negative,44
africellUG A couple of months Just inserted it into a handset but shows no service  ,Negative,29
Dear mtnug please upgrade your network in Pader You can barely find anyone on another network other than MTN here but a few kilometres away from town area an youre out of range  ,Negative,59
mtnug Whatever you guys have done with your internet speeds today only God knows  Nothing is loading yet you somehow expect me to use the data within hrs  Mweddeko  ,Negative,51
AirtelUg Dear Airtel amp mtnug stop being fools If you have the ability to call each other amp block our mobile accounts over your own mistakes you certainly can call each other to unblock I have called all your customer care centres amp you really are mental cases Mscheeww  ,Negative,48
mtnug so slow is your internetbut then within no time mukama abasasirethe earthquake that willhit your towers is still in the alps  ,Negative,42
AirtelUg are real cheats They sold me a G mifi at UGX  six months ago It suddenly stopped working this week I bought another one it keeps going on and off I advise people not to buy this G Mifi or they will live to regret  ,Negative,10
Thanks to mtnug  has helped us keep in touch with our clients at an affordable cost Thanks to SafeBoda  for the percentage discount that comes with credit Deliveries have never been easier  ,Positive,58
Dear AirtelUg  I upgraded my line to a G Cz u said I would receive GBs n fast internet but I havent received the data yet What could be delaying you  ,Negative,78
mtnug I dont whether youre being deliberate in confusing me I usually do  transaction every beginning of month I buy a monthly voice bundle of k and GB This time around I added another bundle of GB which comes with min Now after that tx the earlier one of k vanished  ,Negative,65
Yall might not agree with me on this not because am wrong but Mulina mputu just Tbh africellUG has the fastest internet in UG today Ive used almost all lines amp i got to admit Africell edges all other Telecom COs in UG Lets discuss more on the    ,Positive,3
mtnug Thanks to MTN  ,Positive,30
Get a free simcard and enjoy the fastest Internet and the cheapest internet bundles with africellUG  ,Positive,37
bablonoor AirtelUg Stop worrying their internet has been down for two days now  ,Negative,39
AirtelUg  I woke up and said an exorcism prayer bse i thought there were demons siphoning my data loaded data at night slept my phone was off and i had no Ott I switched on my phone to a  youve used  of your data msg Airtel do you hire ghosts  ,Negative,5
roketelkomug hey there Do you guys have an mtnug  optionHow does one pay you minus incuring mobile money charges  ,Negative,62
AirtelUg Y is ur network poor in western uganda  ,Negative,85
AirtelUg ignoring customers is not cool at all  angry   ,Negative,56
mtnug I have received a call from this number  supposedly from MM service center in Lugogo This guy was very rude and only speaking Luganda He was telling to verify my Simcard or my MM account will be suspended I found this very strange  cc UCCOfficial  ,Negative,24
AirtelUg And after you chew it like you are chewing Mbs monthly data  Airtel   ,Negative,70
AirtelUg whats happening to your G internet  Its like you spent all the money on the advert instead of boosting the internet  Its like your still on G    ,Negative,29
AirtelUg With freaking network  ,Negative,82
mtnug why cant i make any phone calls whats wrong with the network triumph im trying to reach bae angry   ,Negative,3
eugenegena AirtelUg I feel your pain girl  mbs of MTN take me the whole day Airtel gb barely lasts hours Customer care tells me my phone is updating  ,Positive,39
The way mtnug data runs so fast these days  Feel like even throwing the line away    ,Negative,25
Go for mtnug that data never fails  wink   ,Positive,22
AirtelUg you guys disconnected me from your service of twewole its now two years and havent been restored your suspension is beyond human  ,Negative,1
mtnug hello why cant I send money from MTN to other networks Is there any problem with the system  ,Negative,95
mtnug please always do the math correctly because  of Gb can not be  you confuse us  ,Negative,48
AirtelUg Let me warn you btw people are going to shift to other networks if the only thing that was making us stay on airtel is being taken away Tell your bosses to do the needful  ,Negative,41
 innocent  I wonder wat other telecoms are doing hugs mtnug is the real deal hugs  solutionseastafrica hugs  I  ,Positive,31
mtnug saidiseiko Even here your network is very slow Its annoying  smirk   ,Negative,62
UmemeLtd mtnug The issue was solved thank you  ,Positive,87
AirtelUg what is going on with the network It keeps going off several times a day sometimes for hours at a time I even upgraded to the G sim and no improvement Im about to give up and change providers  ,Negative,58
AirtelUg and they tell me you wont access it because there is no G coverage in the area  Strange but true  pensive   ,Negative,30
You can now send the very ammount of money you have been sending at half the previous fee ohh this is such a nice offer for ugandans who believe in having a cashless economyThanks to mtnug for such an offer  ,Positive,79
TheBibah AirtelUg Bibah stop lying  facewiththermometer   ,Negative,93
AirtelUg why cant I make calls  ,Negative,23
MTNGroup mtnug Not surprised Not by the way MTN refuses to adress fraud  ,Negative,49
via PerilOfAfrica Airtel cuts calling rates to Shs across all networks  In a bid to remain customer centric and provide affordable products Airtel Uganda has today announced a tariff reduction in its calling rates across all networks The rates have  ,Positive,12
AirtelUg has the WORST Internet so far And they dont want to accept this I just logged in a complain and it was immediately marked as resolved UCCOfficial look into this service provider please  ,Negative,31
AirtelUg ur Internet is so fucked up these days too slow  smilingimp Do something about it otherwise  ,Negative,98
AirtelUg your internet is annoyingly slow especially the monthly data bundleswhat could be the problem  ,Negative,67
AirtelUg why are you knocking off numbers that you have confirmed is registered  ,Negative,27
mtnug and AirtelUg have now recruited gonyas to eat out data bundles very fastwhatever youre up to only God knows naye  ,Negative,59
mtnug internet also  smirk  u will have the very many MBs for nothing until they expire  ,Negative,5
AirtelUg I have honestly failed to use airtel internet Its more of a snail than G  ,Negative,40
AirtelUg thanks a bunch  ,Positive,7
AirtelUg Why is yo network so fake on weekends  Remove yo freeky Friday data offers  n stabilise the network  ,Negative,100
IgumiraB mtnug Thanks for representing us joy   ,Positive,47
So was AirtelUg G made for only the people in Lorengdwat karamoja Like coverage around Kampala is real bad I feel this g thing is overrated  ,Negative,55
is it me or africellUG network is shitty  ,Negative,96
AirtelUg in my opinion ever since you strarted this nationalwide coverage campaign your network has been so bad  ,Negative,21
Thanks mtnug and for what you have done in Hoima AirtelUg we are waiting for you too  ,Positive,21
markopolo mtnug It will take half an hour to be depleted  ,Negative,8
I was okay with africellUGs  network in Karamoja region But I cant tolerate this on and off network in Kampala Its nagging  disappointed   ,Negative,5
Hello mtnug what is wrong with Gaaga Wednesday It cannot be loaded  ,Negative,29
AirtelUg Imagine i even had to get another VPN i now have two on my n disappointedrelieved   ,Negative,28
CentenaryBank mtnug Well you clearly didnt do anything at all Stop lying mbu youll do something yet you actually dont do anything Update the mans details so I cant receive his mobile banking details anymore  ,Negative,33
Ugaman AirtelUg Those peopleimmediately u load dataIt perishes in the next  mins who does that even smirk   ,Negative,69
africellUG u guys are real definition of thuggery and fraudsters After lying to us that the dont be cheated  bundle we subscribed on Friday was to last  days till Monday April at  hrs and boom u chop my data at  amu r very fake R those  days  ,Negative,15
I just loaded daily mbs data  minutes ago rolleyes how fast  can i use  of AirtelUg data rolleyes this is not rightcheck this please  ,Negative,56
AirtelUg Airtel Mweddeko seriously I need answers as to why your outlets are making me pay and yet my line is not being put back I have been given for some reason K lines twice and they claim it will be on in  mins yet its now  whole weeks  ,Negative,91
AirtelUg please get serious I updated my credentials and now my line is out of service why  ,Negative,51
AirtelUg Am still waiting for my G Gb data  ,Negative,71
After boycotting AirtelUg data for many monthsI tried it today  It seems UCC threat has helped the local man  ,Negative,20
